CSE Marine Diagnostic Report
Customer: Denny Scully
Dealer: CSE (Test Boat)
Selected Mode: Mode 3
Submitted: 7/21/2026, 4:54:08 PM
Cap: CSE_Marine_E196

=== EEPROM ACTIVITY LOG ===
Firmware Version 3.2   Build 2026-07-07   Tag NS   ShipMode 3
LogIndex,TargPress,DHPressure,AHPressure,DLPressure,ALPressure,BattVoltage,AirToAdd,HeadMaxPress,RefVoltage,PumpRunCount,ChrgeCycCount,PumpInhFlag,ActLenDayKnt
00027,003.012,002.877,002.922,001.933,001.798,004.030,000.090,000.000,001.237,00000,00099,00000,08773
00028,003.012,002.832,002.922,001.753,001.798,004.030,000.090,000.000,001.237,00000,00083,00000,08007
00029,003.012,002.832,002.922,001.574,001.753,004.030,000.090,000.000,001.237,00000,00096,00000,11104
00030,003.012,002.832,002.922,001.484,001.708,004.030,000.090,000.000,001.237,00000,00049,00000,08577
00031,003.012,003.147,002.967,001.708,001.708,004.030,000.000,000.000,001.237,00000,00037,00000,08959
00032,003.012,002.832,002.967,001.843,001.708,004.030,000.045,000.000,001.237,00000,00047,00000,08404
00033,003.012,002.788,002.967,001.798,001.708,004.030,000.045,000.000,001.237,00000,00041,00000,08876
00034,003.012,003.012,002.967,001.753,001.708,004.030,000.000,000.000,001.237,00000,00035,00000,07904
00035,003.012,002.832,002.967,001.664,001.708,003.991,000.045,000.000,001.237,00000,00097,00000,08473
00036,003.012,002.743,002.922,001.708,001.708,003.952,000.090,000.000,001.237,00000,00000,00000,09292
00037,003.012,002.832,002.922,001.843,001.708,004.030,000.090,000.000,001.237,00000,00041,00000,08526
00038,003.012,002.922,002.922,001.978,001.753,004.030,000.090,000.000,001.237,00000,00034,00000,08754
00039,003.012,003.012,002.922,001.843,001.753,004.030,000.000,000.000,001.237,00000,00033,00000,08526
00040,003.012,003.057,002.922,001.843,001.753,003.991,000.000,000.000,001.237,00000,00094,00000,08369
00041,003.012,002.922,002.922,001.843,001.753,003.991,000.090,000.000,001.237,00000,00054,00000,08911
00042,003.012,002.743,002.922,001.529,001.708,003.991,000.090,000.000,001.237,00000,00037,00000,08592
00043,003.012,002.698,002.877,001.529,001.708,003.991,000.090,000.000,001.237,00000,00046,00000,08620
00044,003.012,002.743,002.877,001.574,001.708,003.991,000.090,000.000,001.237,00000,00056,00000,08660

=== CAP STATUS SNAPSHOT (a) ===
Field,Value,Raw
Battery,4.02 V,67
Charge,100%,
Panel,4.06 V,
Pressure,2.548 PSI,67
Time,05:33:20,
Mode,Mode 3 (target 3.0 PSI),3
Day High,3.147 PSI,
Day Low,0.000 PSI,
Pump Fail Count,0,
BLE Time Left,0m 00s,
Solar Charging,n/a,

=== HEAD PRESSURE TEST ===
Field,Value
Skipped,Chamber already 2.548 PSI, at/above 70% gate (2.100 PSI) of 3.0 PSI target

=== FAILURE MODE ANALYSIS ===
Field,Result,Detail
Pump Battery Fault,PASS,4.02 V (100% est.)
Pump Run Time,PASS,1.0 min/day avg over 45 day(s)
Battery Log Fault,PASS,0 low-battery inhibit event(s) in log
Pressure Target (A2A -> Pump),PASS,3.01 PSI logged vs 3.00 PSI expected
Chamber Pressure,PASS,2.55 PSI vs 2.57 PSI avg of other healthy cap(s)
Same Mode,PASS,All caps match
Correct Mode,PASS,Reads Mode 3; selected Mode 3
Triage Category,none - all checks passed,
Inconclusive,false,
Inconclusive Reasons,Chamber already at 2.55 PSI (>= 70% of 3.0 PSI target) — vent below 2.10 PSI and re-run to get a valid Pumping reading; Charging status unavailable,
